price,action,networth
2.775700092315674,Buy,1.0
2.800299882888794,Hold,1.0088625535018076
2.800299882888794,Hold,1.0088625535018076
2.850399971008301,Hold,1.026912085675044
2.8998000621795654,Sell,1.0447094303190223
2.875,Hold,1.0447094303190223
2.875,Buy,1.0447094303190223
2.875,Sell,1.0447094303190223
2.850399971008301,Buy,1.0447094303190223
2.875,Hold,1.053725667526132
2.856300115585327,Hold,1.0468719116348233
2.8315000534057617,Hold,1.0377823596087878
2.8315000534057617,Hold,1.0377823596087878
2.7816998958587646,Hold,1.019529940737791
2.8315000534057617,Hold,1.0377823596087878
2.856300115585327,Sell,1.0468719116348233
2.906100034713745,Hold,1.0468719116348233
2.856300115585327,Hold,1.0468719116348233
2.856300115585327,Hold,1.0468719116348233
2.856300115585327,Hold,1.0468719116348233
2.9247000217437744,Hold,1.0468719116348233
2.906100034713745,Hold,1.0468719116348233
2.974299907684326,Hold,1.0468719116348233
2.906100034713745,Hold,1.0468719116348233
2.906100034713745,Hold,1.0468719116348233
2.9493000507354736,Hold,1.0468719116348233
2.9992001056671143,Hold,1.0468719116348233
2.9992001056671143,Hold,1.0468719116348233
3.0239999294281006,Hold,1.0468719116348233
3.0738000869750977,Hold,1.0468719116348233
3.1233999729156494,Hold,1.0468719116348233
3.098400115966797,Hold,1.0468719116348233
3.0738000869750977,Buy,1.0468719116348233
3.098400115966797,Hold,1.055250166123766
3.0738000869750977,Hold,1.0468719116348233
3.0239999294281006,Hold,1.029911021318028
3.0738000869750977,Hold,1.0468719116348233
3.1233999729156494,Hold,1.0637645936382758
3.1730000972747803,Sell,1.0806573568421012
3.148200035095215,Hold,1.0806573568421012
3.2228000164031982,Hold,1.0806573568421012
3.2660999298095703,Hold,1.0806573568421012
3.2660999298095703,Hold,1.0806573568421012
3.2476999759674072,Hold,1.0806573568421012
3.197700023651123,Hold,1.0806573568421012
3.1730000972747803,Hold,1.0806573568421012
3.2228000164031982,Hold,1.0806573568421012
3.2228000164031982,Hold,1.0806573568421012
3.2228000164031982,Hold,1.0806573568421012
3.1730000972747803,Hold,1.0806573568421012
3.148200035095215,Hold,1.0806573568421012
3.148200035095215,Hold,1.0806573568421012
3.197700023651123,Hold,1.0806573568421012
3.2660999298095703,Hold,1.0806573568421012
3.2909998893737793,Hold,1.0806573568421012
3.148200035095215,Hold,1.0806573568421012
3.0738000869750977,Hold,1.0806573568421012
3.0738000869750977,Buy,1.0806573568421012
3.048799991607666,Sell,1.0718680614370262
2.9992001056671143,Buy,1.0718680614370262
3.0738000869750977,Hold,1.0985289491839745
3.048799991607666,Sell,1.0895942990062168
3.098400115966797,Hold,1.0895942990062168
3.148200035095215,Hold,1.0895942990062168
3.1233999729156494,Hold,1.0895942990062168
3.098400115966797,Hold,1.0895942990062168
3.1233999729156494,Hold,1.0895942990062168
3.1233999729156494,Hold,1.0895942990062168
3.098400115966797,Hold,1.0895942990062168
3.148200035095215,Hold,1.0895942990062168
3.148200035095215,Hold,1.0895942990062168
3.2228000164031982,Hold,1.0895942990062168
3.197700023651123,Hold,1.0895942990062168
3.148200035095215,Hold,1.0895942990062168
3.0738000869750977,Buy,1.0895942990062168
3.098400115966797,Hold,1.0983144664166877
3.148200035095215,Hold,1.1159674387759584
3.1233999729156494,Hold,1.1071763640146697
3.197700023651123,Hold,1.1335140923660647
3.2228000164031982,Hold,1.1424114858965178
3.197700023651123,Hold,1.1335140923660647
3.2476999759674072,Hold,1.1512379720761532
3.2476999759674072,Hold,1.1512379720761532
3.27239990234375,Sell,1.1599935509049706
3.27239990234375,Buy,1.1599935509049706
3.2971999645233154,Hold,1.1687846256662593
3.27239990234375,Hold,1.1599935509049706
3.3220999240875244,Hold,1.1776111118458947
3.3220999240875244,Hold,1.1776111118458947
3.3901000022888184,Sell,1.20171563896009
3.3220999240875244,Buy,1.20171563896009
3.2228000164031982,Hold,1.1657955117097563
3.1233999729156494,Hold,1.1298391619605506
3.1730000972747803,Hold,1.1477812005803265
3.148200035095215,Hold,1.1388101812704385
3.148200035095215,Hold,1.1388101812704385
3.1730000972747803,Hold,1.1477812005803265
3.1730000972747803,Sell,1.1477812005803265
3.2476999759674072,Hold,1.1477812005803265
3.27239990234375,Hold,1.1477812005803265
3.2476999759674072,Hold,1.1477812005803265
3.3220999240875244,Hold,1.1477812005803265
3.3469998836517334,Hold,1.1477812005803265
3.3901000022888184,Hold,1.1477812005803265
3.3469998836517334,Hold,1.1477812005803265
3.2971999645233154,Hold,1.1477812005803265
3.3469998836517334,Buy,1.1477812005803265
3.3469998836517334,Hold,1.1477812005803265
3.371799945831299,Hold,1.1562858453763913
3.4151999950408936,Hold,1.1711689533293814
3.539400100708008,Hold,1.2137606926034414
3.464900016784668,Hold,1.188212500568379
3.539400100708008,Sell,1.2137606926034414
3.563999891281128,Hold,1.2137606926034414
3.563999891281128,Hold,1.2137606926034414
3.563999891281128,Buy,1.2137606926034414
3.539400100708008,Hold,1.2053829541761834
3.539400100708008,Sell,1.2053829541761834
3.589099884033203,Buy,1.2053829541761834
3.6138999462127686,Sell,1.2137119428306213
3.6138999462127686,Hold,1.2137119428306213
3.589099884033203,Hold,1.2137119428306213
3.589099884033203,Hold,1.2137119428306213
3.6138999462127686,Hold,1.2137119428306213
3.589099884033203,Hold,1.2137119428306213
3.563999891281128,Hold,1.2137119428306213
3.514699935913086,Buy,1.2137119428306213
3.589099884033203,Hold,1.239404066546982
3.589099884033203,Sell,1.239404066546982
3.6138999462127686,Hold,1.239404066546982
3.589099884033203,Hold,1.239404066546982
